candidate_uid,title,year,authors,venue,canonical_url,canonical_ids,source_pathways,source_names,selection_searches,selection_decisions,selection_rows,snowball_directions,snowball_decisions,snowball_seed_record_ids,snowball_rows,snowball_reason_samples,included_final,linked_record_id,primary_pathway,reconciliation_status
URL_380bca8b02,Leveraging Large Language Models for Enhancing Financial Compliance: A Focus on Anti-Money Laundering Applications,2024,Yuqi Yan; T. C. Hu; Wenbo Zhu,,https://openalex.org/w4409311574,url:https://openalex.org/w4409311574,snowballing,snowballing,,,0,forward,exclude,A045,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_d3b3695770,LFLLM: A Large Language Model for Load Forecasting,2024,Guolong Liu; Yan Bai; Keen Wen; Xinlei Wang; Yanli Liu; Gaoqi Liang; Junhua Zhao; Zhao Yang Dong,,https://openalex.org/w4390658530,url:https://openalex.org/w4390658530,snowballing,snowballing,,,0,forward,exclude,A038,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_39061a51ba,LLM for SoC Security: A Paradigm Shift,2024,Dipayan Saha; Shams Tarek; Katayoon Yahyaei; Sujan Kumar Saha; Jingbo Zhou; Mark Tehranipoor; Farimah Farahmandi,,https://openalex.org/w4400578969,url:https://openalex.org/w4400578969,snowballing,snowballing,,,0,forward,exclude,A027,1,Security paper for SoC/embedded systems; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_ebb480c33e,"LLM-Based Edge Intelligence: A Comprehensive Survey on Architectures, Applications, Security and Trustworthiness",2024,Othmane Friha; Mohamed Amine Ferrag; Burak Kantarcı; Burak Çakmak; Arda Ozgun; Nacira Ghoualmi‐Zine,,https://openalex.org/w4402350363,url:https://openalex.org/w4402350363,snowballing,snowballing,,,0,forward,exclude,A027,1,Edge-intelligence survey unrelated to finance/trading.,no,,snowballing,screened_excluded
URL_f01ac8699f,"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead",2025,Junda He; Christoph Treude; David Lo,,https://openalex.org/w4406325768,url:https://openalex.org/w4406325768,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_a2e6bb0896,LLM-Grounder: Open-Vocabulary 3D Visual Grounding with Large Language Model as an Agent,2024,Jianing Yang; Xuweiyi Chen; Shengyi Qian; Nikhil Madaan; Madhavan Iyengar; David F. Fouhey; Joyce Chai,,https://openalex.org/w4401416853,url:https://openalex.org/w4401416853,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_47bffcd25e,LLM-Guided Evolutionary Strategy Generation for Quantitative Trading,2025,Di Zhang; Zhengyong Jiang; Qiong Ji; Hengyan Liu; Lei Zhu; Angelos Stefanidis,,https://openalex.org/w7125919194,url:https://openalex.org/w7125919194,snowballing,snowballing,,,0,forward,exclude,A052,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_f1e829ff2f,LLM-infused bi-level semantic enhancement for corporate credit risk prediction,2025,Sichong Lu; Yi Su; Xiaoming Zhang; Jiahui Chai; Lean Yu,,https://openalex.org/w4407311195,url:https://openalex.org/w4407311195,snowballing,snowballing,,,0,forward,exclude,A044,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_92f6ca3288,LLM-Powered AI Agent Systems and Their Applications in Industry,2025,Guannan Liang; Qianqian Tong,,https://openalex.org/w4413180152,url:https://openalex.org/w4413180152,snowballing,snowballing,,,0,forward,exclude,A022 | A025 | A026,3,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_306803383e,MapGPT: an autonomous framework for mapping by integrating large language model and cartographic tools,2024,Yifan Zhang; Zhengting He; Jingxuan Li; Jianfeng Lin; Qingfeng Guan; Wenhao Yu,,https://openalex.org/w4403104551,url:https://openalex.org/w4403104551,snowballing,snowballing,,,0,forward,exclude,A027,1,Autonomous mapping framework; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_a760d1ca95,Margin Trader: A Reinforcement Learning Framework for Portfolio Management with Margin and Constraints,2023,Jingyi Gu; Wenlu Du; A M Muntasir Rahman; Guiling Wang,,https://openalex.org/w4388994331,url:https://openalex.org/w4388994331,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_01232c87f5,Marketing-AutoM3L: domain-aware automated machine learning for financial customer analytics,2026,Ye Tian; Wenqian Shao; Zihan Deng,,https://openalex.org/w7125776206,url:https://openalex.org/w7125776206,snowballing,snowballing,,,0,forward,exclude,A051,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_4a2794940e,Materials science in the era of large language models: a perspective,2024,Ge Lei; R. Docherty; Samuel J. Cooper,,https://openalex.org/w4399377978,url:https://openalex.org/w4399377978,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_556bd60594,Memory poisoning attacks on retrieval-augmented Large Language Model agents via deceptive semantic reasoning,2026,Jing Hao; Fanxiao Li; Yunyun Dong; Wei Zhou; Renyang Liu,,https://openalex.org/w7126069362,url:https://openalex.org/w7126069362,snowballing,snowballing,,,0,forward,exclude,A023,1,Agent security/poisoning paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_77e4aaf1a6,MENTOR: a multi-agent framework for event and narrative trend prediction with optimized reasoning,2025,Liyuan Chen; Gaoguo Jia; Dongsheng Gu; Jiangpeng Yan; Yuhang Jiang; Xiu Li; Xiao‐Jun Zeng,,https://openalex.org/w4416264533,url:https://openalex.org/w4416264533,snowballing,snowballing,,,0,forward,exclude,A023,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_1185da68d2,Model interpretability of financial fraud detection by group SHAP,2022,Kang Lin; Yuzhuo Gao,,https://openalex.org/w4289947792,url:https://openalex.org/w4289947792,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_2ba55395b9,Modular Framework Integrating Large Language Models with Drilling Hazard Detection Systems to Provide Operational Context-Informed Interpretations and Recommended Actions,2025,Sabah Suhail; T. Robinson; Olav Revheim; P. Bekkeheien,,https://openalex.org/w4415136198,url:https://openalex.org/w4415136198,snowballing,snowballing,,,0,forward,exclude,A037,1,Drilling-hazard domain paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_6dc2f8133e,Mtmd: Multi-Scale Temporal Memory Learning and Efficient Debiasing Framework for Stock Trend Forecasting,2022,Mingjie Wang; Mingze Zhang; Jianxiong Guo; Weijia Jia,,https://openalex.org/w4313058189,url:https://openalex.org/w4313058189,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_e874f342ab,Multi-Agent LLM Approach for Moderating E-Commerce Customer Service Responses,2025,T. Gomes; André Gomes Regino; Rodrigo Caus; Victor Sotelo; Julio Cesar dos Reis,,https://openalex.org/w4416744807,url:https://openalex.org/w4416744807,snowballing,snowballing,,,0,forward,exclude,A010,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_3d2c5d27e9,Multi-Agent LLM Framework for Formulaic Alpha Generation and Selection in Quantitative Trading,2025,Qizhao Chen; Hiroaki Kawashima,,https://openalex.org/w7134165979,url:https://openalex.org/w7134165979,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_f939a5b0c8,Multi-Agents are Social Groups: Investigating Social Influence of Multiple Agents in Human-Agent Interactions,2025,Tianqi Song; Yugin Tan; Zicheng Zhu; Yibin Feng; Yi‐Chieh Lee,,https://openalex.org/w4415260043,url:https://openalex.org/w4415260043,snowballing,snowballing,,,0,forward,exclude,A023,1,Generic multi-agent social interaction paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_a2c789561c,Multi-attention recommender system for non-fungible tokens,2024,Y. Han Kim; Seon-Mi Kim; Y. C. Lee; Joohwan Hong; Yongjae Lee; Yongjae Lee; Yongjae Lee,,https://openalex.org/w4402033336,url:https://openalex.org/w4402033336,snowballing,snowballing,,,0,forward,exclude,A037,1,NFT recommender-system paper; not a trading/portfolio agent contribution.,no,,snowballing,screened_excluded
URL_a4a763639f,MultiCast: Zero-Shot Multivariate Time Series Forecasting Using LLMs,2024,Georgios Chatzigeorgakidis; Konstantinos Lentzos; Dimitrios Skoutas,,https://openalex.org/w4399728893,url:https://openalex.org/w4399728893,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_199fd51ef2,"Multimodal large model pretraining, adaptation and efficiency optimization",2024,Lixia Ji; Shijie Xiao; Jingjie Feng; Wenzhao Gao; Han Zhang,,https://openalex.org/w4405315655,url:https://openalex.org/w4405315655,snowballing,snowballing,,,0,forward,exclude,A036 | A046,2,Generic multimodal pretraining/adaptation paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_5b0b4bbdb9,Multimodal retrieval-augmented generation for financial documents: image-centric analysis of charts and tables with large language models,2025,Cheng Jiang; Pengle Zhang; Ying Ni; Xiaoli Wang; Hanghang Peng; Sen Liu; M. Fei; Yuxin He; Yaxuan Xiao; Jin Huang; Xingyu Ma; Tian Yang,,https://openalex.org/w4408321847,url:https://openalex.org/w4408321847,snowballing,snowballing,,,0,forward,exclude,A046,1,"Financial-document multimodal RAG paper; relevant infrastructure, but not direct enough to trading/portfolio agents for this corpus.",no,,snowballing,screened_excluded
URL_851e3aa8f1,Natural language processing in finance: A survey,2024,Kelvin Du; Yuanyuan Zhao; Rui Mao; Frank Xing; Erik Cambria,,https://openalex.org/w4403819970,url:https://openalex.org/w4403819970,snowballing,snowballing,,,0,forward,exclude,A029,1,Broad NLP-in-finance survey; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_c5b014c639,Nested Sentiment Analysis for ESG Impact: Leveraging FinBERT to Predict Market Dynamics Based on Eco-Friendly and Non-Eco-Friendly Product Perceptions with Explainable AI,2024,Arun Kumar Saxena; A. Santhanavijayan; Harish Kumar Shakya; Gyanendra Kumar; Balamurugan Balusamy; Francesco Benedetto,,https://openalex.org/w4403679751,url:https://openalex.org/w4403679751,snowballing,snowballing,,,0,forward,exclude,A033,1,ESG/FinBERT sentiment application rather than an LLM-agentic trading contribution.,no,,snowballing,screened_excluded
URL_d524deadd2,On Assessing the Performance of LLMs for Target-Level Sentiment Analysis in Financial News Headlines,2025,Iftikhar Muhammad; Marco Rospocher,,https://openalex.org/w4406308807,url:https://openalex.org/w4406308807,snowballing,snowballing,,,0,forward,exclude,A029,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_e38b25f511,On protecting the data privacy of Large Language Models (LLMs) and LLM agents: A literature review,2025,Biwei Yan; Kun Li; Minghui Xu; Yueyan Dong; Yue Zhang; Zhaochun Ren; Xiuzhen Cheng,,https://openalex.org/w4408051337,url:https://openalex.org/w4408051337,snowballing,snowballing,,,0,forward,exclude,A023,1,Security/privacy review on LLMs/agents; outside agentic trading scope.,no,,snowballing,screened_excluded
URL_d369a2f63f,On the Potential of Tool-Enhanced Small Language Models to Match Large Models in Finance,2025,Gabriel Assis; Ayrton Surica; Pedro Kroll; Carina Munhoz; Darian Rabbani; Edson Bollis; Lucas Francisco Amaral Orosco Pellicer; Aline Paes,,https://openalex.org/w4416198895,url:https://openalex.org/w4416198895,snowballing,snowballing,,,0,forward,exclude,A046,1,Tool-enhanced finance-model evaluation paper; useful background but not a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_3b23b8ef3f,OpenFedLLM: Training Large Language Models on Decentralized Private Data via Federated Learning,2024,Rui Ye; Wenhao Wang; Jingyi Chai; Dihan Li; Zexi Li; Yinda Xu; Yaxin Du; Yanfeng Wang; Siheng Chen,,https://openalex.org/w4401857637,url:https://openalex.org/w4401857637,snowballing,snowballing,,,0,forward,exclude,A029,1,Federated LLM training paper; outside trading-system scope.,no,,snowballing,screened_excluded
URL_e72687e317,Opportunities and Challenges of Generative-AI in Finance,2024,Akshar Prabhu Desai; Tejasvi Ravi; Mohammad Luqman; Ganesh Mallya; Nithya Kota; Pranjul Yadav,,https://openalex.org/w4406460142,url:https://openalex.org/w4406460142,snowballing,snowballing,,,0,forward,exclude,A048,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_70eaafa124,Optimization of Traditional Stock Market Strategies Using the LSTM Hybrid Approach,2024,Ive Botunac; Jurica Bosna; Maja Matetić,,https://openalex.org/w4392232034,url:https://openalex.org/w4392232034,snowballing,snowballing,,,0,forward,exclude,A028,1,"Traditional LSTM stock-strategy optimization, not an LLM/agentic trading contribution.",no,,snowballing,screened_excluded
URL_b1d0ff17c3,PG-CE: A Progressive Generation Dataset with Constraint Enhancement for Controllable Text Generation,2025,Yan Zhuang; Yuan Sun,,https://openalex.org/w4416250883,url:https://openalex.org/w4416250883,snowballing,snowballing,,,0,forward,exclude,A046,1,Generic controllable text-generation dataset/method paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_26b821518a,"Plastic Surgery and Artificial Intelligence: How ChatGPT Improved Operation Note Accuracy, Time, and Education",2023,Ahmad M. Abdelhady; Christopher R. Davis,,https://openalex.org/w4382787724,url:https://openalex.org/w4382787724,snowballing,snowballing,,,0,forward,exclude,A027,1,Medical/education paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_8410755b43,POE: A General Portfolio Optimization Environment for FinRL,2023,Caio de Souza Barbosa Costa; Anna Helena Reali Costa,,https://openalex.org/w4385539653,url:https://openalex.org/w4385539653,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_fe79a85dd8,Potential of large language models in blockchain-based supply chain finance,2025,Lei Yang; Qiaoming Hou; Zhu Xin; Lu Yang; Li Da Xu,,https://openalex.org/w4412883476,url:https://openalex.org/w4412883476,snowballing,snowballing,,,0,forward,exclude,A033,1,"Supply-chain-finance paper, not a trading/portfolio agent contribution.",no,,snowballing,screened_excluded
URL_8e990c241e,Proxy Advisors Under Artificial Intelligence: Unverified Reasoning in Shareholder Voting Recommendations,2025,Masaki Iwasaki,,https://openalex.org/w4413182458,url:https://openalex.org/w4413182458,snowballing,snowballing,,,0,forward,exclude,A037,1,Shareholder-voting/proxy-advisor governance paper; not a trading/portfolio agent contribution.,no,,snowballing,screened_excluded
URL_41eb59fc52,QAIE: LLM-based Quantity Augmentation and Information Enhancement for few-shot Aspect-Based Sentiment Analysis,2024,Hengyang Lu; Tianci Liu; Rui Cong; Jun Yang; John Q. Gan; Wei Fang; Xiao‐Jun Wu,,https://openalex.org/w4403628189,url:https://openalex.org/w4403628189,snowballing,snowballing,,,0,forward,exclude,A029,1,Generic aspect-based sentiment method; not finance/trading system contribution.,no,,snowballing,screened_excluded
URL_d54e14be40,"Quant 4.0: engineering quantitative investment with automated, explainable, and knowledge-driven artificial intelligence",2024,Jian Guo; Saizhuo Wang; Lionel M. Ni; Heung‐Yeung Shum,,https://openalex.org/w4405828000,url:https://openalex.org/w4405828000,snowballing,snowballing,,,0,forward,exclude,A001 | A025,2,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_68c5770eb2,QuantBench: benchmarking AI methods for quantitative investment from a full pipeline perspective,2025,Saizhuo Wang; Hao Kong; Jiadong Guo; Fengrui Hua; Yiyan Qi; Wanyun Zhou; Jiahao Zheng; Xinyu Wang; Lionel M. Ni; Jian Guo,,https://openalex.org/w4415960652,url:https://openalex.org/w4415960652,snowballing,snowballing,,,0,forward,exclude,A025 | A026,2,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_a00bd9566a,Reasoning or Overthinking: Evaluating Large Language Models on Financial Sentiment Analysis,2025,Dimitris Vamvourellis; Dhagash Mehta,,https://openalex.org/w4416232540,url:https://openalex.org/w4416232540,snowballing,snowballing,,,0,forward,exclude,A046,1,Evaluation paper for financial sentiment analysis; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_806cd4a031,Reasoning with Language Model is Planning with World Model,2023,Shibo Hao; Yi Gu; Haodi Ma; Joshua Hong; Zhen Wang; Daisy Wang; Zhiting Hu,,https://openalex.org/w4389520747,url:https://openalex.org/w4389520747,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_fc09a28d45,Reasoning with Language Model Prompting: A Survey,2023,Shuofei Qiao; Yixin Ou; Ningyu Zhang; Xiang Chen; Yunzhi Yao; Shumin Deng; Chuanqi Tan; Fei Huang; Huajun Chen,,https://openalex.org/w4385569771,url:https://openalex.org/w4385569771,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_619586dbb5,"Receive, Reason, and React: Drive as You Say, With Large Language Models in Autonomous Vehicles",2024,Can Cui; Yunsheng Ma; Xu Cao; Wenqian Ye; Ziran Wang,,https://openalex.org/w4394595621,url:https://openalex.org/w4394595621,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_8972aa0a53,Recent advances in reinforcement learning in finance,2023,Ben Hambly; Renyuan Xu; Huining Yang,,https://openalex.org/w4362722548,url:https://openalex.org/w4362722548,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_57a0d08a60,Recommender Systems in the Era of Large Language Models (LLMs),2024,Zihuai Zhao; Wenqi Fan; Jiatong Li; Yunqing Liu; Xiaowei Mei; Yiqi Wang; Zhen Wen; Fei Wang; Xiangyu Zhao; Jiliang Tang; Qing Li,,https://openalex.org/w4394994587,url:https://openalex.org/w4394994587,snowballing,snowballing,,,0,forward,exclude,A027 | A028,2,"Recommender-systems survey, not finance/trading focused.",no,,snowballing,screened_excluded
URL_7132922f1b,Reinforcement Learning for Quantitative Trading,2023,Shuo Sun; Rundong Wang; Bo An,,https://openalex.org/w3203375555,url:https://openalex.org/w3201809800 | url:https://openalex.org/w3203375555,snowballing,snowballing,,,0,forward,exclude,A039,2,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_975ea732b8,Reinforcement learning meets technical analysis: combining moving average rules for optimal alpha,2025,Javier Humberto Ospina-Holguín; Ana Milena Padilla Ospina,,https://openalex.org/w4410729572,url:https://openalex.org/w4410729572,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_9e86f61f02,Reinforcement Learning Pair Trading: A Dynamic Scaling Approach,2024,Hongshen Yang; Avinash Malik,,https://openalex.org/w4405257557,url:https://openalex.org/w4405257557,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_8e0f195360,Reinforcement prompting for financial synthetic data generation,2024,Xiangwu Zuo; Anxiao Jiang; Kaixiong Zhou,,https://openalex.org/w4401283900,url:https://openalex.org/w4401283900,snowballing,snowballing,,,0,forward,exclude,A036,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_245a0fb271,Research on Large Language Model for Coal Mine Equipment Maintenance Based on Multi-Source Text,2024,Xiangang Cao; Wangtao Xu; Jiangbin Zhao; Yong Duan; Xin Yang,,https://openalex.org/w4393352830,url:https://openalex.org/w4393352830,snowballing,snowballing,,,0,forward,exclude,A040,1,Coal-mine maintenance paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_41023c2ac9,Retrieval-Augmented Classification for Financial User Profiling: A Lightweight Approach,2025,Shuang‐Zhuang Guo; Hongfei Liu; Xin Wu; Yi Cai,,https://openalex.org/w4413457899,url:https://openalex.org/w4413457899,snowballing,snowballing,,,0,forward,exclude,A037,1,"Financial user-profiling classifier, not a trading/portfolio agent contribution.",no,,snowballing,screened_excluded
URL_f3015e0657,Review of Gen AI Models for Financial Risk Management,2025,Sumit Joshi,,https://openalex.org/w4406592441,url:https://openalex.org/w4406592441,snowballing,snowballing,,,0,forward,exclude,A045 | A046,2,Broad review of GenAI for financial risk management; background rather than a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_4a0fdc3c8f,Review of Gen AI Models for Financial Risk Management: Architectural Frameworks and Implementation Strategies,2025,Satyadhar Joshi,,https://openalex.org/w4410082276,url:https://openalex.org/w4410082276,snowballing,snowballing,,,0,forward,exclude,A045,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_f20721be0e,Risk-Aware Crypto Price Prediction Using DQN with Volatility-Adjusted Rewards Across Multi-Period State Representations,2025,Otabek Sattarov; Fazliddin Makhmudov,,https://openalex.org/w4414334067,url:https://openalex.org/w4414334067,snowballing,snowballing,,,0,forward,exclude,A003,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_0f685f0991,RiskMiner: Discovering Formulaic Alphas via Risk Seeking Monte Carlo Tree Search,2024,Tao Ren; Ruihan Zhou; Jinyang Jiang; Jiafeng Liang; Qinghao Wang; Yijie Peng,,https://openalex.org/w4404351574,url:https://openalex.org/w4404351574,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_fb06b9613f,RL-Based Explainable Factor Generation for Market Risk Analysis,2025,Siru Chen; Ruyao Xu; Chenyu Wang; Mingjun Ma; Zhongchen Miao,,https://openalex.org/w4416234875,url:https://openalex.org/w4416234875,snowballing,snowballing,,,0,forward,exclude,A042,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_2d71691314,"Scalable Representation Learning for Unstructured Data in Governance and Market Surveillance: Methods, Gaps, and Potentials",2025,Weber Nicholas,,https://openalex.org/w4413192724,url:https://openalex.org/w4413192724,snowballing,snowballing,,,0,forward,exclude,A037,1,Market-surveillance representation-learning review; adjacent but outside direct trading-agent scope.,no,,snowballing,screened_excluded
URL_397b4247d1,Science Fiction to Real Life: Bing AI as An Investment Advisor,2023,İnci Merve ALTAN; Metin KILIÇ,,https://openalex.org/w4390753461,url:https://openalex.org/w4390753461,snowballing,snowballing,,,0,forward,exclude,A033 | A044,2,Investment-advisor commentary/evaluation piece; not a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_625c00d051,Security and Privacy for LLMs and LMMs Across Key Sectors: A Literature Survey,2025,Costain Nachuma; Mostafa M. Fouda; Minhaz F. Zibran,,https://openalex.org/w4410146332,url:https://openalex.org/w4410146332,snowballing,snowballing,,,0,forward,exclude,A037,1,Cross-sector security/privacy survey; outside trading-system scope.,no,,snowballing,screened_excluded
URL_1c038b4232,Several Categories of Large Language Models (LLMs): A Short Survey,2023,Saurabh Pahune; Chandrasekharan Manoj,,https://openalex.org/w4384103461,url:https://openalex.org/w4384103461,snowballing,snowballing,,,0,forward,exclude,A033,1,Generic short survey on LLM categories; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_a8193bc03d,Short-Term Electricity-Load Forecasting by deep learning: A comprehensive survey,2025,Qi Dong; Rubing Huang; Chenhui Cui; Dave Towey; Ling Zhou; Jinyu Tian; Jianzhou Wang,,https://openalex.org/w4410106730,url:https://openalex.org/w4410106730,snowballing,snowballing,,,0,forward,exclude,A038,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_39491a8e6c,Small Triumphs Over Large: Instances Where BERT-Based Fine-Tuned Models Surpass GPT-4 in Classification Tasks,2024,Eric Benhamou,,https://openalex.org/w4395684244,url:https://openalex.org/w4395684244,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_d65c79d77c,Smart Robotic Strategies and Advice for Stock Trading Using Deep Transformer Reinforcement Learning,2022,Nadeem Malibari; Iyad Katib; Rashid Mehmood,,https://openalex.org/w4311784676,url:https://openalex.org/w4311784676,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_79ca52dcf5,Sparse-structured time-varying parameter vector autoregression for high-dimensional network connectedness measurement,2024,Zhao‐Rong Lai; Liming Tan; Shaoling Chen; Haisheng Yang,,https://openalex.org/w4401842075,url:https://openalex.org/w4401842075,snowballing,snowballing,,,0,forward,exclude,A047,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_b912fcad4d,Stance Detection with Collaborative Role-Infused LLM-Based Agents,2024,Xiaochong Lan; Chen Gao; Depeng Jin; Yong Li,,https://openalex.org/w4399205331,url:https://openalex.org/w4399205331,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
